Wvlgth Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.3500E+03 .4437E-01 .4463E-01 .2593E-03 .2593E-03 .4437E-01 .4463E-01
.3510E+03 .4619E-01 .4647E-01 .2856E-03 .2856E-03 .4619E-01 .4647E-01
.3520E+03 .4320E-01 .4349E-01 .2833E-03 .2833E-03 .4320E-01 .4349E-01
.3530E+03 .4336E-01 .4366E-01 .3022E-03 .3022E-03 .4336E-01 .4366E-01
.3540E+03 .5032E-01 .5069E-01 .3681E-03 .3681E-03 .5032E-01 .5069E-01
.3550E+03 .5069E-01 .5108E-01 .3921E-03 .3921E-03 .5069E-01 .5108E-01
.3560E+03 .4584E-01 .4622E-01 .3772E-03 .3772E-03 .4584E-01 .4622E-01
.3570E+03 .3768E-01 .3801E-01 .3253E-03 .3253E-03 .3768E-01 .3801E-01
.3580E+03 .3540E-01 .3572E-01 .3208E-03 .3208E-03 .3540E-01 .3572E-01
.3590E+03 .3854E-01 .3891E-01 .3663E-03 .3663E-03 .3854E-01 .3891E-01
.3600E+03 .4893E-01 .4942E-01 .4876E-03 .4876E-03 .4893E-01 .4942E-01
.3610E+03 .4249E-01 .4293E-01 .4460E-03 .4460E-03 .4249E-01 .4293E-01
.3620E+03 .4356E-01 .4405E-01 .4878E-03 .4878E-03 .4356E-01 .4405E-01
.3630E+03 .4899E-01 .4957E-01 .5828E-03 .5828E-03 .4899E-01 .4957E-01
.3640E+03 .4923E-01 .4985E-01 .6189E-03 .6189E-03 .4923E-01 .4985E-01
.3650E+03 .5050E-01 .5116E-01 .6660E-03 .6660E-03 .5050E-01 .5116E-01
.3660E+03 .5942E-01 .6024E-01 .8243E-03 .8243E-03 .5942E-01 .6024E-01
.3670E+03 .5829E-01 .5914E-01 .8478E-03 .8478E-03 .5829E-01 .5914E-01
.3680E+03 .5370E-01 .5452E-01 .8153E-03 .8153E-03 .5370E-01 .5452E-01
.3690E+03 .5563E-01 .5652E-01 .8873E-03 .8873E-03 .5563E-01 .5652E-01
.3700E+03 .6048E-01 .6150E-01 .1013E-02 .1013E-02 .6048E-01 .6150E-01
.3710E+03 .5543E-01 .5640E-01 .9734E-03 .9734E-03 .5543E-01 .5640E-01
.3720E+03 .5380E-01 .5478E-01 .9841E-03 .9841E-03 .5380E-01 .5478E-01
.3730E+03 .4926E-01 .5020E-01 .9433E-03 .9433E-03 .4926E-01 .5020E-01
.3740E+03 .4419E-01 .4508E-01 .8843E-03 .8843E-03 .4419E-01 .4508E-01
.3750E+03 .4671E-01 .4769E-01 .9754E-03 .9754E-03 .4671E-01 .4769E-01
.3760E+03 .5337E-01 .5453E-01 .1157E-02 .1157E-02 .5337E-01 .5453E-01
.3770E+03 .5622E-01 .5749E-01 .1268E-02 .1268E-02 .5622E-01 .5749E-01
.3780E+03 .6743E-01 .6900E-01 .1579E-02 .1579E-02 .6743E-01 .6900E-01
.3790E+03 .5849E-01 .5991E-01 .1417E-02 .1417E-02 .5849E-01 .5991E-01
.3800E+03 .5499E-01 .5637E-01 .1378E-02 .1378E-02 .5499E-01 .5637E-01
.3810E+03 .5986E-01 .6143E-01 .1568E-02 .1568E-02 .5986E-01 .6143E-01
.3820E+03 .4592E-01 .4718E-01 .1258E-02 .1258E-02 .4592E-01 .4718E-01
.3830E+03 .3556E-01 .3657E-01 .1018E-02 .1018E-02 .3556E-01 .3657E-01
.3840E+03 .3976E-01 .4094E-01 .1182E-02 .1182E-02 .3976E-01 .4094E-01
.3850E+03 .5245E-01 .5407E-01 .1621E-02 .1621E-02 .5245E-01 .5407E-01
.3860E+03 .4828E-01 .4983E-01 .1552E-02 .1552E-02 .4828E-01 .4983E-01
.3870E+03 .5057E-01 .5225E-01 .1688E-02 .1688E-02 .5057E-01 .5225E-01
.3880E+03 .4927E-01 .5097E-01 .1704E-02 .1704E-02 .4927E-01 .5097E-01
.3890E+03 .5303E-01 .5493E-01 .1901E-02 .1901E-02 .5303E-01 .5493E-01
.3900E+03 .6156E-01 .6385E-01 .2287E-02 .2287E-02 .6156E-01 .6385E-01
.3910E+03 .6566E-01 .6818E-01 .2525E-02 .2525E-02 .6566E-01 .6818E-01
.3920E+03 .6120E-01 .6364E-01 .2430E-02 .2430E-02 .6120E-01 .6364E-01
.3930E+03 .3689E-01 .3840E-01 .1519E-02 .1519E-02 .3689E-01 .3840E-01
.3940E+03 .3804E-01 .3966E-01 .1620E-02 .1620E-02 .3804E-01 .3966E-01
.3950E+03 .6189E-01 .6461E-01 .2722E-02 .2722E-02 .6189E-01 .6461E-01
.3960E+03 .5787E-01 .6049E-01 .2624E-02 .2624E-02 .5787E-01 .6049E-01
.3970E+03 .3256E-01 .3409E-01 .1529E-02 .1529E-02 .3256E-01 .3409E-01
.3980E+03 .6501E-01 .6815E-01 .3139E-02 .3139E-02 .6501E-01 .6815E-01
.3990E+03 .8143E-01 .8549E-01 .4069E-02 .4069E-02 .8143E-01 .8549E-01
.4000E+03 .8468E-01 .8903E-01 .4347E-02 .4347E-02 .8468E-01 .8903E-01
.4010E+03 .8655E-01 .9122E-01 .4664E-02 .4664E-02 .8655E-01 .9122E-01
.4020E+03 .8986E-01 .9486E-01 .5002E-02 .5002E-02 .8986E-01 .9486E-01
.4030E+03 .8641E-01 .9137E-01 .4963E-02 .4963E-02 .8641E-01 .9137E-01
.4040E+03 .8767E-01 .9285E-01 .5175E-02 .5175E-02 .8767E-01 .9285E-01
.4050E+03 .8539E-01 .9057E-01 .5177E-02 .5177E-02 .8539E-01 .9057E-01
.4060E+03 .8317E-01 .8837E-01 .5202E-02 .5202E-02 .8317E-01 .8837E-01
.4070E+03 .8155E-01 .8681E-01 .5262E-02 .5262E-02 .8155E-01 .8681E-01
.4080E+03 .8497E-01 .9058E-01 .5612E-02 .5612E-02 .8497E-01 .9058E-01
.4090E+03 .9059E-01 .9674E-01 .6150E-02 .6150E-02 .9059E-01 .9674E-01
.4100E+03 .7709E-01 .8247E-01 .5380E-02 .5380E-02 .7709E-01 .8247E-01
.4110E+03 .8618E-01 .9236E-01 .6181E-02 .6181E-02 .8618E-01 .9236E-01
