Wvlgth Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.3500E+03 .2166E-01 .2166E-01 .4752E-06 .4752E-06 .2166E-01 .2166E-01
.3510E+03 .2253E-01 .2254E-01 .5512E-06 .5512E-06 .2253E-01 .2254E-01
.3520E+03 .2107E-01 .2107E-01 .5770E-06 .5770E-06 .2107E-01 .2107E-01
.3530E+03 .2121E-01 .2121E-01 .6516E-06 .6516E-06 .2121E-01 .2121E-01
.3540E+03 .2465E-01 .2465E-01 .8323E-06 .8323E-06 .2465E-01 .2465E-01
.3550E+03 .2482E-01 .2482E-01 .9338E-06 .9338E-06 .2482E-01 .2482E-01
.3560E+03 .2247E-01 .2247E-01 .9496E-06 .9496E-06 .2247E-01 .2247E-01
.3570E+03 .1847E-01 .1847E-01 .8558E-06 .8558E-06 .1847E-01 .1847E-01
.3580E+03 .1736E-01 .1736E-01 .8820E-06 .8820E-06 .1736E-01 .1736E-01
.3590E+03 .1890E-01 .1890E-01 .1050E-05 .1050E-05 .1890E-01 .1890E-01
.3600E+03 .2397E-01 .2397E-01 .1460E-05 .1460E-05 .2397E-01 .2397E-01
.3610E+03 .2082E-01 .2083E-01 .1403E-05 .1403E-05 .2082E-01 .2083E-01
.3620E+03 .2135E-01 .2136E-01 .1634E-05 .1634E-05 .2135E-01 .2136E-01
.3630E+03 .2401E-01 .2401E-01 .2070E-05 .2070E-05 .2401E-01 .2401E-01
.3640E+03 .2412E-01 .2412E-01 .2316E-05 .2316E-05 .2412E-01 .2412E-01
.3650E+03 .2472E-01 .2472E-01 .2609E-05 .2609E-05 .2472E-01 .2472E-01
.3660E+03 .2908E-01 .2908E-01 .3385E-05 .3385E-05 .2908E-01 .2908E-01
.3670E+03 .2851E-01 .2852E-01 .3640E-05 .3640E-05 .2851E-01 .2852E-01
.3680E+03 .2625E-01 .2625E-01 .3647E-05 .3647E-05 .2625E-01 .2625E-01
.3690E+03 .2717E-01 .2718E-01 .4153E-05 .4153E-05 .2717E-01 .2718E-01
.3700E+03 .2953E-01 .2953E-01 .4960E-05 .4960E-05 .2953E-01 .2953E-01
.3710E+03 .2704E-01 .2705E-01 .4978E-05 .4978E-05 .2704E-01 .2705E-01
.3720E+03 .2622E-01 .2623E-01 .5236E-05 .5236E-05 .2622E-01 .2623E-01
.3730E+03 .2399E-01 .2400E-01 .5235E-05 .5235E-05 .2399E-01 .2400E-01
.3740E+03 .2151E-01 .2151E-01 .5111E-05 .5111E-05 .2151E-01 .2151E-01
.3750E+03 .2271E-01 .2272E-01 .5866E-05 .5866E-05 .2271E-01 .2272E-01
.3760E+03 .2593E-01 .2594E-01 .7213E-05 .7213E-05 .2593E-01 .2594E-01
.3770E+03 .2729E-01 .2730E-01 .8197E-05 .8197E-05 .2729E-01 .2730E-01
.3780E+03 .3270E-01 .3271E-01 .1055E-04 .1055E-04 .3270E-01 .3271E-01
.3790E+03 .2834E-01 .2835E-01 .9767E-05 .9767E-05 .2834E-01 .2835E-01
.3800E+03 .2662E-01 .2663E-01 .9815E-05 .9815E-05 .2662E-01 .2663E-01
.3810E+03 .2894E-01 .2896E-01 .1164E-04 .1164E-04 .2894E-01 .2896E-01
.3820E+03 .2218E-01 .2219E-01 .9752E-05 .9752E-05 .2218E-01 .2219E-01
.3830E+03 .1716E-01 .1717E-01 .8223E-05 .8223E-05 .1716E-01 .1717E-01
.3840E+03 .1917E-01 .1918E-01 .9912E-05 .9912E-05 .1917E-01 .1918E-01
.3850E+03 .2527E-01 .2528E-01 .1409E-04 .1409E-04 .2527E-01 .2528E-01
.3860E+03 .2324E-01 .2325E-01 .1400E-04 .1400E-04 .2324E-01 .2325E-01
.3870E+03 .2431E-01 .2433E-01 .1576E-04 .1576E-04 .2431E-01 .2433E-01
.3880E+03 .2367E-01 .2368E-01 .1645E-04 .1645E-04 .2367E-01 .2368E-01
.3890E+03 .2545E-01 .2547E-01 .1897E-04 .1897E-04 .2545E-01 .2547E-01
.3900E+03 .2952E-01 .2954E-01 .2360E-04 .2360E-04 .2952E-01 .2954E-01
.3910E+03 .3145E-01 .3148E-01 .2693E-04 .2693E-04 .3145E-01 .3148E-01
.3920E+03 .2929E-01 .2932E-01 .2672E-04 .2672E-04 .2929E-01 .2932E-01
.3930E+03 .1764E-01 .1766E-01 .1727E-04 .1727E-04 .1764E-01 .1766E-01
.3940E+03 .1818E-01 .1820E-01 .1900E-04 .1900E-04 .1818E-01 .1820E-01
.3950E+03 .2955E-01 .2958E-01 .3291E-04 .3291E-04 .2955E-01 .2958E-01
.3960E+03 .2761E-01 .2764E-01 .3265E-04 .3265E-04 .2761E-01 .2764E-01
.3970E+03 .1552E-01 .1554E-01 .1965E-04 .1965E-04 .1552E-01 .1554E-01
.3980E+03 .3097E-01 .3101E-01 .4144E-04 .4144E-04 .3097E-01 .3101E-01
.3990E+03 .3876E-01 .3882E-01 .5544E-04 .5544E-04 .3876E-01 .3882E-01
.4000E+03 .4029E-01 .4035E-01 .6079E-04 .6079E-04 .4029E-01 .4035E-01
.4010E+03 .4200E-01 .4207E-01 .6717E-04 .6717E-04 .4200E-01 .4207E-01
.4020E+03 .4357E-01 .4364E-01 .7419E-04 .7419E-04 .4357E-01 .4364E-01
.4030E+03 .4186E-01 .4194E-01 .7577E-04 .7577E-04 .4186E-01 .4194E-01
.4040E+03 .4244E-01 .4252E-01 .8112E-04 .8112E-04 .4244E-01 .4252E-01
.4050E+03 .4131E-01 .4139E-01 .8327E-04 .8327E-04 .4131E-01 .4139E-01
.4060E+03 .4020E-01 .4029E-01 .8609E-04 .8609E-04 .4020E-01 .4029E-01
.4070E+03 .3939E-01 .3948E-01 .8955E-04 .8955E-04 .3939E-01 .3948E-01
.4080E+03 .4101E-01 .4111E-01 .9774E-04 .9774E-04 .4101E-01 .4111E-01
.4090E+03 .4369E-01 .4380E-01 .1099E-03 .1099E-03 .4369E-01 .4380E-01
.4100E+03 .3717E-01 .3726E-01 .9861E-04 .9861E-04 .3717E-01 .3726E-01
.4110E+03 .4153E-01 .4164E-01 .1162E-03 .1162E-03 .4153E-01 .4164E-01
