Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .1916E+00 .1555E+00
.3510E+03 .1991E+00 .1637E+00
.3520E+03 .1859E+00 .1549E+00
.3530E+03 .1836E+00 .1566E+00
.3540E+03 .2108E+00 .1833E+00
.3550E+03 .2114E+00 .1865E+00
.3560E+03 .1895E+00 .1701E+00
.3570E+03 .1548E+00 .1412E+00
.3580E+03 .1443E+00 .1338E+00
.3590E+03 .1562E+00 .1470E+00
.3600E+03 .1974E+00 .1885E+00
.3610E+03 .1699E+00 .1649E+00
.3620E+03 .1728E+00 .1705E+00
.3630E+03 .1930E+00 .1933E+00
.3640E+03 .1927E+00 .1959E+00
.3650E+03 .1965E+00 .2026E+00
.3660E+03 .2297E+00 .2403E+00
.3670E+03 .2237E+00 .2376E+00
.3680E+03 .2048E+00 .2206E+00
.3690E+03 .2108E+00 .2304E+00
.3700E+03 .2277E+00 .2523E+00
.3710E+03 .2072E+00 .2330E+00
.3720E+03 .1998E+00 .2277E+00
.3730E+03 .1818E+00 .2101E+00
.3740E+03 .1620E+00 .1898E+00
.3750E+03 .1701E+00 .2021E+00
.3760E+03 .1931E+00 .2325E+00
.3770E+03 .2021E+00 .2465E+00
.3780E+03 .2408E+00 .2977E+00
.3790E+03 .2075E+00 .2599E+00
.3800E+03 .1939E+00 .2460E+00
.3810E+03 .2097E+00 .2695E+00
.3820E+03 .1598E+00 .2081E+00
.3830E+03 .1230E+00 .1621E+00
.3840E+03 .1366E+00 .1824E+00
.3850E+03 .1790E+00 .2421E+00
.3860E+03 .1637E+00 .2242E+00
.3870E+03 .1704E+00 .2363E+00
.3880E+03 .1650E+00 .2316E+00
.3890E+03 .1764E+00 .2507E+00
.3900E+03 .2035E+00 .2927E+00
.3910E+03 .2157E+00 .3140E+00
.3920E+03 .1998E+00 .2943E+00
.3930E+03 .1196E+00 .1784E+00
.3940E+03 .1226E+00 .1850E+00
.3950E+03 .1982E+00 .3025E+00
.3960E+03 .1842E+00 .2844E+00
.3970E+03 .1030E+00 .1608E+00
.3980E+03 .2043E+00 .3228E+00
.3990E+03 .2543E+00 .4064E+00
.4000E+03 .2628E+00 .4248E+00
.4010E+03 .2684E+00 .4440E+00
.4020E+03 .2769E+00 .4632E+00
.4030E+03 .2647E+00 .4476E+00
.4040E+03 .2670E+00 .4562E+00
.4050E+03 .2585E+00 .4464E+00
.4060E+03 .2502E+00 .4369E+00
.4070E+03 .2440E+00 .4305E+00
.4080E+03 .2528E+00 .4509E+00
.4090E+03 .2680E+00 .4830E+00
.4100E+03 .2268E+00 .4130E+00
.4110E+03 .2521E+00 .4637E+00
.4120E+03 .2660E+00 .4944E+00
.4130E+03 .2533E+00 .4755E+00
.4140E+03 .2488E+00 .4718E+00
.4150E+03 .2557E+00 .4898E+00
.4160E+03 .2615E+00 .5060E+00
.4170E+03 .2532E+00 .4949E+00
.4180E+03 .2404E+00 .4747E+00
.4190E+03 .2485E+00 .4954E+00
.4200E+03 .2261E+00 .4551E+00
.4210E+03 .2550E+00 .5183E+00
.4220E+03 .2497E+00 .5126E+00
.4230E+03 .2401E+00 .4977E+00
