Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .5222E-01 .6720E-03
.3510E+03 .5436E-01 .7344E-03
.3520E+03 .5086E-01 .7229E-03
.3530E+03 .5100E-01 .7647E-03
.3540E+03 .5916E-01 .9249E-03
.3550E+03 .5958E-01 .9780E-03
.3560E+03 .5387E-01 .9329E-03
.3570E+03 .4427E-01 .7993E-03
.3580E+03 .4159E-01 .7832E-03
.3590E+03 .4527E-01 .8887E-03
.3600E+03 .5746E-01 .1176E-02
.3610E+03 .4988E-01 .1067E-02
.3620E+03 .5113E-01 .1157E-02
.3630E+03 .5748E-01 .1370E-02
.3640E+03 .5775E-01 .1444E-02
.3650E+03 .5922E-01 .1544E-02
.3660E+03 .6967E-01 .1897E-02
.3670E+03 .6833E-01 .1939E-02
.3680E+03 .6294E-01 .1854E-02
.3690E+03 .6518E-01 .2004E-02
.3700E+03 .7085E-01 .2272E-02
.3710E+03 .6492E-01 .2169E-02
.3720E+03 .6299E-01 .2181E-02
.3730E+03 .5766E-01 .2077E-02
.3740E+03 .5171E-01 .1936E-02
.3750E+03 .5465E-01 .2123E-02
.3760E+03 .6242E-01 .2505E-02
.3770E+03 .6574E-01 .2731E-02
.3780E+03 .7882E-01 .3383E-02
.3790E+03 .6835E-01 .3023E-02
.3800E+03 .6425E-01 .2927E-02
.3810E+03 .6991E-01 .3310E-02
.3820E+03 .5361E-01 .2639E-02
.3830E+03 .4150E-01 .2121E-02
.3840E+03 .4639E-01 .2451E-02
.3850E+03 .6118E-01 .3342E-02
.3860E+03 .5630E-01 .3184E-02
.3870E+03 .5894E-01 .3444E-02
.3880E+03 .5741E-01 .3459E-02
.3890E+03 .6177E-01 .3840E-02
.3900E+03 .7169E-01 .4598E-02
.3910E+03 .7643E-01 .5053E-02
.3920E+03 .7122E-01 .4842E-02
.3930E+03 .4291E-01 .3012E-02
.3940E+03 .4424E-01 .3197E-02
.3950E+03 .7194E-01 .5348E-02
.3960E+03 .6724E-01 .5133E-02
.3970E+03 .3781E-01 .2977E-02
.3980E+03 .7548E-01 .6087E-02
.3990E+03 .9450E-01 .7855E-02
.4000E+03 .9824E-01 .8360E-02
.4010E+03 .1002E+00 .8932E-02
.4020E+03 .1040E+00 .9535E-02
.4030E+03 .9999E-01 .9421E-02
.4040E+03 .1014E+00 .9786E-02
.4050E+03 .9873E-01 .9753E-02
.4060E+03 .9612E-01 .9759E-02
.4070E+03 .9422E-01 .9830E-02
.4080E+03 .9813E-01 .1045E-01
.4090E+03 .1046E+00 .1141E-01
.4100E+03 .8897E-01 .9944E-02
.4110E+03 .9941E-01 .1138E-01
.4120E+03 .1055E+00 .1239E-01
.4130E+03 .1010E+00 .1209E-01
.4140E+03 .9975E-01 .1223E-01
.4150E+03 .1030E+00 .1294E-01
.4160E+03 .1059E+00 .1364E-01
.4170E+03 .1030E+00 .1355E-01
.4180E+03 .9835E-01 .1321E-01
.4190E+03 .1022E+00 .1402E-01
.4200E+03 .9346E-01 .1309E-01
.4210E+03 .1059E+00 .1516E-01
.4220E+03 .1042E+00 .1523E-01
.4230E+03 .1006E+00 .1503E-01
