Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .1069E+00 .1602E-01
.3510E+03 .1112E+00 .1711E-01
.3520E+03 .1040E+00 .1643E-01
.3530E+03 .1036E+00 .1691E-01
.3540E+03 .1197E+00 .2003E-01
.3550E+03 .1203E+00 .2068E-01
.3560E+03 .1084E+00 .1919E-01
.3570E+03 .8891E-01 .1612E-01
.3580E+03 .8325E-01 .1547E-01
.3590E+03 .9041E-01 .1721E-01
.3600E+03 .1146E+00 .2233E-01
.3610E+03 .9909E-01 .1981E-01
.3620E+03 .1013E+00 .2085E-01
.3630E+03 .1135E+00 .2404E-01
.3640E+03 .1138E+00 .2473E-01
.3650E+03 .1164E+00 .2590E-01
.3660E+03 .1365E+00 .3114E-01
.3670E+03 .1335E+00 .3117E-01
.3680E+03 .1227E+00 .2926E-01
.3690E+03 .1267E+00 .3096E-01
.3700E+03 .1374E+00 .3437E-01
.3710E+03 .1255E+00 .3214E-01
.3720E+03 .1214E+00 .3175E-01
.3730E+03 .1109E+00 .2965E-01
.3740E+03 .9916E-01 .2710E-01
.3750E+03 .1045E+00 .2918E-01
.3760E+03 .1190E+00 .3390E-01
.3770E+03 .1250E+00 .3633E-01
.3780E+03 .1494E+00 .4430E-01
.3790E+03 .1292E+00 .3902E-01
.3800E+03 .1211E+00 .3724E-01
.3810E+03 .1314E+00 .4130E-01
.3820E+03 .1005E+00 .3228E-01
.3830E+03 .7759E-01 .2545E-01
.3840E+03 .8649E-01 .2892E-01
.3850E+03 .1137E+00 .3879E-01
.3860E+03 .1044E+00 .3631E-01
.3870E+03 .1090E+00 .3864E-01
.3880E+03 .1058E+00 .3823E-01
.3890E+03 .1135E+00 .4178E-01
.3900E+03 .1314E+00 .4925E-01
.3910E+03 .1397E+00 .5332E-01
.3920E+03 .1298E+00 .5039E-01
.3930E+03 .7798E-01 .3084E-01
.3940E+03 .8017E-01 .3228E-01
.3950E+03 .1300E+00 .5324E-01
.3960E+03 .1212E+00 .5044E-01
.3970E+03 .6794E-01 .2880E-01
.3980E+03 .1352E+00 .5822E-01
.3990E+03 .1688E+00 .7399E-01
.4000E+03 .1750E+00 .7786E-01
.4010E+03 .1783E+00 .8206E-01
.4020E+03 .1845E+00 .8637E-01
.4030E+03 .1769E+00 .8417E-01
.4040E+03 .1789E+00 .8641E-01
.4050E+03 .1737E+00 .8514E-01
.4060E+03 .1686E+00 .8403E-01
.4070E+03 .1649E+00 .8351E-01
.4080E+03 .1713E+00 .8794E-01
.4090E+03 .1820E+00 .9489E-01
.4100E+03 .1544E+00 .8172E-01
.4110E+03 .1721E+00 .9243E-01
