Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .1706E+00 .9701E-01
.3510E+03 .1775E+00 .1026E+00
.3520E+03 .1658E+00 .9725E-01
.3530E+03 .1641E+00 .9870E-01
.3540E+03 .1894E+00 .1162E+00
.3550E+03 .1900E+00 .1186E+00
.3560E+03 .1703E+00 .1083E+00
.3570E+03 .1396E+00 .9034E-01
.3580E+03 .1305E+00 .8598E-01
.3590E+03 .1415E+00 .9488E-01
.3600E+03 .1793E+00 .1221E+00
.3610E+03 .1545E+00 .1072E+00
.3620E+03 .1568E+00 .1107E+00
.3630E+03 .1748E+00 .1255E+00
.3640E+03 .1745E+00 .1273E+00
.3650E+03 .1781E+00 .1321E+00
.3660E+03 .2082E+00 .1569E+00
.3670E+03 .2031E+00 .1555E+00
.3680E+03 .1863E+00 .1450E+00
.3690E+03 .1918E+00 .1516E+00
.3700E+03 .2071E+00 .1663E+00
.3710E+03 .1886E+00 .1538E+00
.3720E+03 .1822E+00 .1508E+00
.3730E+03 .1658E+00 .1393E+00
.3740E+03 .1479E+00 .1262E+00
.3750E+03 .1554E+00 .1346E+00
.3760E+03 .1768E+00 .1554E+00
.3770E+03 .1852E+00 .1652E+00
.3780E+03 .2211E+00 .2001E+00
.3790E+03 .1911E+00 .1754E+00
.3800E+03 .1789E+00 .1666E+00
.3810E+03 .1934E+00 .1827E+00
.3820E+03 .1473E+00 .1411E+00
.3830E+03 .1132E+00 .1100E+00
.3840E+03 .1259E+00 .1240E+00
.3850E+03 .1651E+00 .1648E+00
.3860E+03 .1510E+00 .1528E+00
.3870E+03 .1572E+00 .1612E+00
.3880E+03 .1523E+00 .1583E+00
.3890E+03 .1630E+00 .1717E+00
.3900E+03 .1881E+00 .2008E+00
.3910E+03 .1995E+00 .2157E+00
.3920E+03 .1850E+00 .2027E+00
.3930E+03 .1108E+00 .1229E+00
.3940E+03 .1136E+00 .1277E+00
.3950E+03 .1838E+00 .2092E+00
.3960E+03 .1711E+00 .1971E+00
.3970E+03 .9559E-01 .1115E+00
.3980E+03 .1901E+00 .2245E+00
.3990E+03 .2365E+00 .2828E+00
.4000E+03 .2449E+00 .2964E+00
.4010E+03 .2497E+00 .3102E+00
.4020E+03 .2577E+00 .3238E+00
.4030E+03 .2463E+00 .3132E+00
.4040E+03 .2487E+00 .3199E+00
.4050E+03 .2411E+00 .3137E+00
.4060E+03 .2334E+00 .3072E+00
.4070E+03 .2275E+00 .3029E+00
.4080E+03 .2363E+00 .3181E+00
.4090E+03 .2506E+00 .3413E+00
.4100E+03 .2122E+00 .2922E+00
.4110E+03 .2359E+00 .3284E+00
.4120E+03 .2489E+00 .3504E+00
.4130E+03 .2376E+00 .3380E+00
.4140E+03 .2333E+00 .3356E+00
.4150E+03 .2398E+00 .3487E+00
.4160E+03 .2451E+00 .3603E+00
.4170E+03 .2376E+00 .3530E+00
.4180E+03 .2259E+00 .3391E+00
.4190E+03 .2336E+00 .3543E+00
.4200E+03 .2128E+00 .3261E+00
.4210E+03 .2400E+00 .3718E+00
.4220E+03 .2352E+00 .3682E+00
.4230E+03 .2262E+00 .3578E+00
.4240E+03 .2235E+00 .3573E+00
.4250E+03 .2288E+00 .3694E+00
.4260E+03 .2206E+00 .3599E+00
.4270E+03 .2119E+00 .3491E+00
.4280E+03 .2128E+00 .3541E+00
.4290E+03 .1956E+00 .3286E+00
.4300E+03 .1551E+00 .2630E+00
.4310E+03 .1400E+00 .2399E+00
.4320E+03 .2311E+00 .4000E+00
.4330E+03 .2137E+00 .3734E+00
.4340E+03 .1963E+00 .3463E+00
.4350E+03 .2143E+00 .3816E+00
.4360E+03 .2333E+00 .4194E+00
.4370E+03 .2363E+00 .4289E+00
.4380E+03 .2059E+00 .3773E+00
.4390E+03 .1972E+00 .3651E+00
.4400E+03 .2244E+00 .4194E+00
.4410E+03 .2195E+00 .4142E+00
.4420E+03 .2332E+00 .4443E+00
.4430E+03 .2348E+00 .4510E+00
.4440E+03 .2279E+00 .4420E+00
.4450E+03 .2355E+00 .4606E+00
.4460E+03 .2098E+00 .4137E+00
.4470E+03 .2372E+00 .4721E+00
.4480E+03 .2391E+00 .4803E+00
.4490E+03 .2365E+00 .4794E+00
.4500E+03 .2433E+00 .4979E+00
.4510E+03 .2508E+00 .5178E+00
.4520E+03 .2388E+00 .4972E+00
.4530E+03 .2192E+00 .4603E+00
.4540E+03 .2336E+00 .4947E+00
.4550E+03 .2305E+00 .4925E+00
.4560E+03 .2365E+00 .5099E+00
.4570E+03 .2368E+00 .5153E+00
.4580E+03 .2304E+00 .5060E+00
.4590E+03 .2268E+00 .5028E+00
.4600E+03 .2238E+00 .5008E+00
.4610E+03 .2301E+00 .5195E+00
.4620E+03 .2307E+00 .5252E+00
.4630E+03 .2306E+00 .5290E+00
.4640E+03 .2224E+00 .5139E+00
.4650E+03 .2184E+00 .5082E+00
.4660E+03 .2216E+00 .5199E+00
.4670E+03 .2108E+00 .4985E+00
.4680E+03 .2185E+00 .5212E+00
.4690E+03 .2179E+00 .5242E+00
.4700E+03 .2082E+00 .5048E+00
.4710E+03 .2107E+00 .5150E+00
.4720E+03 .2207E+00 .5435E+00
.4730E+03 .2111E+00 .5239E+00
.4740E+03 .2128E+00 .5325E+00
.4750E+03 .2189E+00 .5523E+00
.4760E+03 .2104E+00 .5357E+00
.4770E+03 .2104E+00 .5405E+00
.4780E+03 .2153E+00 .5581E+00
.4790E+03 .2091E+00 .5469E+00
.4800E+03 .2105E+00 .5556E+00
.4810E+03 .2084E+00 .5550E+00
.4820E+03 .2075E+00 .5569E+00
.4830E+03 .2035E+00 .5503E+00
.4840E+03 .1987E+00 .5410E+00
.4850E+03 .1971E+00 .5399E+00
.4860E+03 .1591E+00 .4386E+00
.4870E+03 .1772E+00 .4919E+00
.4880E+03 .1908E+00 .5337E+00
.4890E+03 .1788E+00 .5039E+00
.4900E+03 .1983E+00 .5635E+00
.4910E+03 .1893E+00 .5420E+00
.4920E+03 .1794E+00 .5175E+00
.4930E+03 .1909E+00 .5546E+00
.4940E+03 .1854E+00 .5425E+00
.4950E+03 .1957E+00 .5769E+00
.4960E+03 .1850E+00 .5495E+00
.4970E+03 .1869E+00 .5593E+00
.4980E+03 .1803E+00 .5443E+00
.4990E+03 .1789E+00 .5447E+00
.5000E+03 .1768E+00 .5430E+00
.5010E+03 .1701E+00 .5270E+00
.5020E+03 .1684E+00 .5264E+00
.5030E+03 .1745E+00 .5499E+00
.5040E+03 .1596E+00 .5051E+00
.5050E+03 .1720E+00 .5512E+00
.5060E+03 .1774E+00 .5719E+00
.5070E+03 .1686E+00 .5470E+00
.5080E+03 .1637E+00 .5350E+00
.5090E+03 .1712E+00 .5631E+00
.5100E+03 .1662E+00 .5505E+00
.5110E+03 .1687E+00 .5630E+00
.5120E+03 .1723E+00 .5792E+00
.5130E+03 .1608E+00 .5447E+00
.5140E+03 .1564E+00 .5338E+00
.5150E+03 .1599E+00 .5498E+00
.5160E+03 .1604E+00 .5555E+00
.5170E+03 .1298E+00 .4530E+00
.5180E+03 .1476E+00 .5188E+00
.5190E+03 .1422E+00 .5035E+00
