Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .7343E-01 .2987E-02
.3510E+03 .7639E-01 .3228E-02
.3520E+03 .7143E-01 .3139E-02
.3530E+03 .7145E-01 .3277E-02
.3540E+03 .8273E-01 .3923E-02
.3550E+03 .8324E-01 .4101E-02
.3560E+03 .7514E-01 .3861E-02
.3570E+03 .6168E-01 .3276E-02
.3580E+03 .5785E-01 .3178E-02
.3590E+03 .6289E-01 .3572E-02
.3600E+03 .7976E-01 .4681E-02
.3610E+03 .6912E-01 .4203E-02
.3620E+03 .7075E-01 .4491E-02
.3630E+03 .7943E-01 .5250E-02
.3640E+03 .7970E-01 .5468E-02
.3650E+03 .8164E-01 .5788E-02
.3660E+03 .9591E-01 .7038E-02
.3670E+03 .9394E-01 .7121E-02
.3680E+03 .8641E-01 .6747E-02
.3690E+03 .8938E-01 .7219E-02
.3700E+03 .9702E-01 .8102E-02
.3710E+03 .8877E-01 .7658E-02
.3720E+03 .8601E-01 .7634E-02
.3730E+03 .7863E-01 .7202E-02
.3740E+03 .7043E-01 .6649E-02
.3750E+03 .7433E-01 .7227E-02
.3760E+03 .8479E-01 .8463E-02
.3770E+03 .8916E-01 .9151E-02
.3780E+03 .1068E+00 .1125E-01
.3790E+03 .9246E-01 .9982E-02
.3800E+03 .8679E-01 .9598E-02
.3810E+03 .9431E-01 .1075E-01
.3820E+03 .7223E-01 .8489E-02
.3830E+03 .5584E-01 .6762E-02
.3840E+03 .6233E-01 .7750E-02
.3850E+03 .8208E-01 .1048E-01
.3860E+03 .7543E-01 .9901E-02
.3870E+03 .7887E-01 .1063E-01
.3880E+03 .7672E-01 .1060E-01
.3890E+03 .8243E-01 .1167E-01
.3900E+03 .9553E-01 .1387E-01
.3910E+03 .1017E+00 .1514E-01
.3920E+03 .9465E-01 .1441E-01
.3930E+03 .5694E-01 .8891E-02
.3940E+03 .5863E-01 .9374E-02
.3950E+03 .9521E-01 .1557E-01
.3960E+03 .8887E-01 .1485E-01
.3970E+03 .4991E-01 .8550E-02
.3980E+03 .9949E-01 .1738E-01
.3990E+03 .1244E+00 .2227E-01
.4000E+03 .1291E+00 .2357E-01
.4010E+03 .1317E+00 .2502E-01
.4020E+03 .1365E+00 .2653E-01
.4030E+03 .1311E+00 .2603E-01
.4040E+03 .1328E+00 .2689E-01
.4050E+03 .1291E+00 .2665E-01
.4060E+03 .1255E+00 .2649E-01
.4070E+03 .1229E+00 .2651E-01
.4080E+03 .1278E+00 .2805E-01
.4090E+03 .1360E+00 .3045E-01
.4100E+03 .1156E+00 .2639E-01
.4110E+03 .1290E+00 .3003E-01
.4120E+03 .1367E+00 .3249E-01
.4130E+03 .1307E+00 .3156E-01
.4140E+03 .1289E+00 .3174E-01
.4150E+03 .1330E+00 .3340E-01
.4160E+03 .1365E+00 .3499E-01
.4170E+03 .1326E+00 .3461E-01
.4180E+03 .1265E+00 .3357E-01
.4190E+03 .1312E+00 .3545E-01
.4200E+03 .1199E+00 .3292E-01
.4210E+03 .1357E+00 .3794E-01
.4220E+03 .1333E+00 .3794E-01
.4230E+03 .1286E+00 .3726E-01
.4240E+03 .1273E+00 .3751E-01
.4250E+03 .1308E+00 .3924E-01
.4260E+03 .1267E+00 .3875E-01
.4270E+03 .1220E+00 .3788E-01
.4280E+03 .1228E+00 .3867E-01
.4290E+03 .1134E+00 .3639E-01
.4300E+03 .9019E-01 .2940E-01
.4310E+03 .8155E-01 .2694E-01
.4320E+03 .1351E+00 .4551E-01
.4330E+03 .1253E+00 .4287E-01
.4340E+03 .1153E+00 .4000E-01
.4350E+03 .1261E+00 .4429E-01
.4360E+03 .1379E+00 .4929E-01
.4370E+03 .1402E+00 .5103E-01
.4380E+03 .1225E+00 .4536E-01
.4390E+03 .1172E+00 .4383E-01
.4400E+03 .1338E+00 .5090E-01
.4410E+03 .1313E+00 .5092E-01
.4420E+03 .1399E+00 .5501E-01
