Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .8243E-01 .6583E-02
.3510E+03 .8577E-01 .7070E-02
.3520E+03 .8020E-01 .6831E-02
.3530E+03 .8010E-01 .7077E-02
.3540E+03 .9265E-01 .8427E-02
.3550E+03 .9320E-01 .8753E-02
.3560E+03 .8406E-01 .8179E-02
.3570E+03 .6898E-01 .6904E-02
.3580E+03 .6465E-01 .6660E-02
.3590E+03 .7025E-01 .7446E-02
.3600E+03 .8907E-01 .9707E-02
.3610E+03 .7712E-01 .8662E-02
.3620E+03 .7889E-01 .9183E-02
.3630E+03 .8852E-01 .1066E-01
.3640E+03 .8878E-01 .1103E-01
.3650E+03 .9089E-01 .1161E-01
.3660E+03 .1067E+00 .1403E-01
.3670E+03 .1045E+00 .1412E-01
.3680E+03 .9603E-01 .1332E-01
.3690E+03 .9927E-01 .1417E-01
.3700E+03 .1077E+00 .1581E-01
.3710E+03 .9847E-01 .1486E-01
.3720E+03 .9536E-01 .1474E-01
.3730E+03 .8713E-01 .1383E-01
.3740E+03 .7800E-01 .1271E-01
.3750E+03 .8226E-01 .1374E-01
.3760E+03 .9378E-01 .1603E-01
.3770E+03 .9856E-01 .1725E-01
.3780E+03 .1179E+00 .2112E-01
.3790E+03 .1021E+00 .1867E-01
.3800E+03 .9576E-01 .1788E-01
.3810E+03 .1040E+00 .1992E-01
.3820E+03 .7959E-01 .1565E-01
.3830E+03 .6149E-01 .1240E-01
.3840E+03 .6859E-01 .1415E-01
.3850E+03 .9028E-01 .1905E-01
.3860E+03 .8290E-01 .1791E-01
.3870E+03 .8663E-01 .1914E-01
.3880E+03 .8421E-01 .1901E-01
.3890E+03 .9042E-01 .2085E-01
.3900E+03 .1047E+00 .2468E-01
.3910E+03 .1114E+00 .2682E-01
.3920E+03 .1036E+00 .2543E-01
.3930E+03 .6230E-01 .1563E-01
.3940E+03 .6411E-01 .1641E-01
.3950E+03 .1040E+00 .2717E-01
.3960E+03 .9704E-01 .2582E-01
.3970E+03 .5446E-01 .1480E-01
.3980E+03 .1085E+00 .3000E-01
.3990E+03 .1356E+00 .3828E-01
.4000E+03 .1406E+00 .4039E-01
.4010E+03 .1433E+00 .4271E-01
.4020E+03 .1484E+00 .4512E-01
.4030E+03 .1424E+00 .4412E-01
.4040E+03 .1441E+00 .4542E-01
.4050E+03 .1401E+00 .4488E-01
.4060E+03 .1361E+00 .4445E-01
.4070E+03 .1331E+00 .4432E-01
.4080E+03 .1384E+00 .4679E-01
.4090E+03 .1472E+00 .5063E-01
.4100E+03 .1250E+00 .4373E-01
.4110E+03 .1394E+00 .4961E-01
.4120E+03 .1477E+00 .5349E-01
.4130E+03 .1411E+00 .5183E-01
.4140E+03 .1391E+00 .5196E-01
.4150E+03 .1434E+00 .5450E-01
.4160E+03 .1471E+00 .5692E-01
.4170E+03 .1429E+00 .5614E-01
.4180E+03 .1361E+00 .5432E-01
.4190E+03 .1412E+00 .5719E-01
.4200E+03 .1289E+00 .5298E-01
.4210E+03 .1458E+00 .6088E-01
.4220E+03 .1432E+00 .6072E-01
.4230E+03 .1380E+00 .5946E-01
.4240E+03 .1366E+00 .5974E-01
.4250E+03 .1402E+00 .6231E-01
.4260E+03 .1357E+00 .6133E-01
.4270E+03 .1306E+00 .5982E-01
.4280E+03 .1314E+00 .6094E-01
.4290E+03 .1213E+00 .5716E-01
.4300E+03 .9640E-01 .4607E-01
.4310E+03 .8711E-01 .4215E-01
.4320E+03 .1443E+00 .7097E-01
.4330E+03 .1337E+00 .6670E-01
.4340E+03 .1230E+00 .6212E-01
.4350E+03 .1344E+00 .6866E-01
.4360E+03 .1469E+00 .7619E-01
.4370E+03 .1493E+00 .7866E-01
.4380E+03 .1304E+00 .6974E-01
.4390E+03 .1247E+00 .6734E-01
.4400E+03 .1422E+00 .7801E-01
.4410E+03 .1396E+00 .7782E-01
.4420E+03 .1486E+00 .8392E-01
.4430E+03 .1498E+00 .8517E-01
.4440E+03 .1457E+00 .8407E-01
.4450E+03 .1507E+00 .8767E-01
.4460E+03 .1347E+00 .7948E-01
.4470E+03 .1528E+00 .9152E-01
.4480E+03 .1539E+00 .9305E-01
.4490E+03 .1528E+00 .9404E-01
.4500E+03 .1576E+00 .9840E-01
.4510E+03 .1628E+00 .1028E+00
.4520E+03 .1553E+00 .9920E-01
.4530E+03 .1428E+00 .9232E-01
.4540E+03 .1526E+00 .9992E-01
.4550E+03 .1507E+00 .9986E-01
.4560E+03 .1549E+00 .1039E+00
.4570E+03 .1553E+00 .1055E+00
.4580E+03 .1509E+00 .1037E+00
.4590E+03 .1487E+00 .1037E+00
.4600E+03 .1468E+00 .1036E+00
.4610E+03 .1511E+00 .1080E+00
.4620E+03 .1519E+00 .1099E+00
.4630E+03 .1519E+00 .1108E+00
.4640E+03 .1470E+00 .1083E+00
.4650E+03 .1449E+00 .1079E+00
.4660E+03 .1475E+00 .1111E+00
.4670E+03 .1403E+00 .1065E+00
.4680E+03 .1455E+00 .1118E+00
.4690E+03 .1453E+00 .1129E+00
.4700E+03 .1389E+00 .1088E+00
.4710E+03 .1407E+00 .1114E+00
.4720E+03 .1474E+00 .1176E+00
.4730E+03 .1411E+00 .1136E+00
.4740E+03 .1420E+00 .1151E+00
.4750E+03 .1458E+00 .1191E+00
.4760E+03 .1398E+00 .1151E+00
.4770E+03 .1396E+00 .1160E+00
.4780E+03 .1430E+00 .1207E+00
.4790E+03 .1392E+00 .1194E+00
.4800E+03 .1404E+00 .1225E+00
.4810E+03 .1394E+00 .1237E+00
.4820E+03 .1392E+00 .1253E+00
.4830E+03 .1370E+00 .1248E+00
.4840E+03 .1341E+00 .1232E+00
.4850E+03 .1334E+00 .1233E+00
.4860E+03 .1079E+00 .1007E+00
.4870E+03 .1206E+00 .1135E+00
.4880E+03 .1299E+00 .1233E+00
.4890E+03 .1217E+00 .1165E+00
.4900E+03 .1352E+00 .1310E+00
.4910E+03 .1292E+00 .1268E+00
.4920E+03 .1226E+00 .1215E+00
.4930E+03 .1306E+00 .1305E+00
.4940E+03 .1269E+00 .1279E+00
.4950E+03 .1342E+00 .1364E+00
.4960E+03 .1269E+00 .1302E+00
.4970E+03 .1282E+00 .1330E+00
.4980E+03 .1237E+00 .1299E+00
.4990E+03 .1226E+00 .1303E+00
.5000E+03 .1211E+00 .1301E+00
.5010E+03 .1163E+00 .1264E+00
.5020E+03 .1149E+00 .1257E+00
.5030E+03 .1189E+00 .1308E+00
.5040E+03 .1086E+00 .1172E+00
.5050E+03 .1170E+00 .1313E+00
.5060E+03 .1208E+00 .1363E+00
.5070E+03 .1150E+00 .1306E+00
.5080E+03 .1120E+00 .1288E+00
.5090E+03 .1172E+00 .1363E+00
.5100E+03 .1139E+00 .1339E+00
.5110E+03 .1158E+00 .1378E+00
.5120E+03 .1183E+00 .1425E+00
.5130E+03 .1105E+00 .1346E+00
.5140E+03 .1075E+00 .1325E+00
.5150E+03 .1099E+00 .1368E+00
.5160E+03 .1103E+00 .1385E+00
.5170E+03 .8931E-01 .1133E+00
.5180E+03 .1015E+00 .1300E+00
.5190E+03 .9783E-01 .1263E+00
.5200E+03 .1061E+00 .1382E+00
.5210E+03 .1062E+00 .1396E+00
.5220E+03 .1077E+00 .1430E+00
.5230E+03 .1008E+00 .1351E+00
