Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .2001E+00 .1825E+00
.3510E+03 .2079E+00 .1920E+00
.3520E+03 .1942E+00 .1815E+00
.3530E+03 .1916E+00 .1834E+00
.3540E+03 .2199E+00 .2144E+00
.3550E+03 .2204E+00 .2180E+00
.3560E+03 .1975E+00 .1986E+00
.3570E+03 .1613E+00 .1647E+00
.3580E+03 .1503E+00 .1560E+00
.3590E+03 .1626E+00 .1713E+00
.3600E+03 .2055E+00 .2195E+00
.3610E+03 .1768E+00 .1919E+00
.3620E+03 .1798E+00 .1981E+00
.3630E+03 .2007E+00 .2244E+00
.3640E+03 .2003E+00 .2272E+00
.3650E+03 .2042E+00 .2349E+00
.3660E+03 .2386E+00 .2783E+00
.3670E+03 .2323E+00 .2750E+00
.3680E+03 .2126E+00 .2552E+00
.3690E+03 .2188E+00 .2662E+00
.3700E+03 .2362E+00 .2914E+00
.3710E+03 .2150E+00 .2688E+00
.3720E+03 .2072E+00 .2626E+00
.3730E+03 .1884E+00 .2421E+00
.3740E+03 .1679E+00 .2186E+00
.3750E+03 .1763E+00 .2325E+00
.3760E+03 .2000E+00 .2674E+00
.3770E+03 .2093E+00 .2834E+00
.3780E+03 .2493E+00 .3420E+00
.3790E+03 .2148E+00 .2985E+00
.3800E+03 .2006E+00 .2824E+00
.3810E+03 .2169E+00 .3091E+00
.3820E+03 .1653E+00 .2385E+00
.3830E+03 .1271E+00 .1857E+00
.3840E+03 .1412E+00 .2088E+00
.3850E+03 .1850E+00 .2770E+00
.3860E+03 .1691E+00 .2563E+00
.3870E+03 .1760E+00 .2699E+00
.3880E+03 .1703E+00 .2644E+00
.3890E+03 .1821E+00 .2861E+00
.3900E+03 .2100E+00 .3339E+00
.3910E+03 .2225E+00 .3579E+00
.3920E+03 .2061E+00 .3353E+00
.3930E+03 .1234E+00 .2031E+00
.3940E+03 .1264E+00 .2105E+00
.3950E+03 .2043E+00 .3442E+00
.3960E+03 .1898E+00 .3234E+00
.3970E+03 .1061E+00 .1828E+00
.3980E+03 .2104E+00 .3667E+00
.3990E+03 .2619E+00 .4614E+00
.4000E+03 .2706E+00 .4821E+00
.4010E+03 .2764E+00 .5036E+00
.4020E+03 .2852E+00 .5251E+00
.4030E+03 .2725E+00 .5072E+00
.4040E+03 .2748E+00 .5168E+00
.4050E+03 .2660E+00 .5055E+00
.4060E+03 .2575E+00 .4944E+00
.4070E+03 .2510E+00 .4870E+00
.4080E+03 .2600E+00 .5098E+00
.4090E+03 .2756E+00 .5460E+00
.4100E+03 .2332E+00 .4666E+00
.4110E+03 .2591E+00 .5237E+00
.4120E+03 .2734E+00 .5581E+00
.4130E+03 .2603E+00 .5366E+00
.4140E+03 .2556E+00 .5322E+00
.4150E+03 .2626E+00 .5523E+00
.4160E+03 .2685E+00 .5702E+00
.4170E+03 .2599E+00 .5575E+00
.4180E+03 .2468E+00 .5346E+00
.4190E+03 .2550E+00 .5577E+00
.4200E+03 .2320E+00 .5122E+00
.4210E+03 .2616E+00 .5831E+00
.4220E+03 .2562E+00 .5765E+00
.4230E+03 .2462E+00 .5595E+00
.4240E+03 .2431E+00 .5577E+00
.4250E+03 .2488E+00 .5761E+00
.4260E+03 .2400E+00 .5610E+00
.4270E+03 .2302E+00 .5430E+00
.4280E+03 .2308E+00 .5494E+00
.4290E+03 .2123E+00 .5098E+00
.4300E+03 .1682E+00 .4075E+00
.4310E+03 .1516E+00 .3707E+00
.4320E+03 .2504E+00 .6180E+00
.4330E+03 .2313E+00 .5761E+00
.4340E+03 .2122E+00 .5332E+00
.4350E+03 .2311E+00 .5859E+00
.4360E+03 .2518E+00 .6439E+00
.4370E+03 .2553E+00 .6584E+00
.4380E+03 .2225E+00 .5789E+00
.4390E+03 .2124E+00 .5579E+00
.4400E+03 .2418E+00 .6407E+00
.4410E+03 .2368E+00 .6331E+00
.4420E+03 .2516E+00 .6787E+00
.4430E+03 .2530E+00 .6883E+00
.4440E+03 .2452E+00 .6727E+00
.4450E+03 .2528E+00 .6991E+00
.4460E+03 .2252E+00 .6279E+00
.4470E+03 .2547E+00 .7157E+00
.4480E+03 .2560E+00 .7254E+00
.4490E+03 .2537E+00 .7251E+00
.4500E+03 .2612E+00 .7529E+00
.4510E+03 .2691E+00 .7821E+00
.4520E+03 .2560E+00 .7498E+00
.4530E+03 .2349E+00 .6934E+00
.4540E+03 .2503E+00 .7449E+00
.4550E+03 .2468E+00 .7406E+00
.4560E+03 .2532E+00 .7662E+00
.4570E+03 .2536E+00 .7737E+00
.4580E+03 .2463E+00 .7581E+00
.4590E+03 .2427E+00 .7533E+00
.4600E+03 .2394E+00 .7494E+00
.4610E+03 .2461E+00 .7768E+00
.4620E+03 .2469E+00 .7851E+00
.4630E+03 .2461E+00 .7886E+00
.4640E+03 .2373E+00 .7655E+00
.4650E+03 .2330E+00 .7570E+00
.4660E+03 .2365E+00 .7740E+00
.4670E+03 .2245E+00 .7403E+00
.4680E+03 .2327E+00 .7733E+00
.4690E+03 .2321E+00 .7775E+00
.4700E+03 .2215E+00 .7480E+00
.4710E+03 .2239E+00 .7617E+00
.4720E+03 .2341E+00 .8020E+00
.4730E+03 .2236E+00 .7717E+00
.4740E+03 .2247E+00 .7813E+00
.4750E+03 .2305E+00 .8080E+00
.4760E+03 .2211E+00 .7812E+00
.4770E+03 .2208E+00 .7868E+00
.4780E+03 .2264E+00 .8132E+00
.4790E+03 .2206E+00 .7986E+00
.4800E+03 .2227E+00 .8129E+00
.4810E+03 .2213E+00 .8139E+00
.4820E+03 .2208E+00 .8179E+00
.4830E+03 .2168E+00 .8089E+00
.4840E+03 .2116E+00 .7943E+00
.4850E+03 .2096E+00 .7920E+00
.4860E+03 .1691E+00 .6427E+00
.4870E+03 .1883E+00 .7205E+00
.4880E+03 .2025E+00 .7805E+00
.4890E+03 .1896E+00 .7357E+00
.4900E+03 .2105E+00 .8230E+00
.4910E+03 .2012E+00 .7919E+00
.4920E+03 .1906E+00 .7557E+00
.4930E+03 .2027E+00 .8089E+00
.4940E+03 .1967E+00 .7903E+00
.4950E+03 .2076E+00 .8397E+00
.4960E+03 .1962E+00 .7991E+00
.4970E+03 .1983E+00 .8135E+00
.4980E+03 .1916E+00 .7919E+00
.4990E+03 .1903E+00 .7926E+00
.5000E+03 .1883E+00 .7902E+00
.5010E+03 .1812E+00 .7666E+00
.5020E+03 .1794E+00 .7658E+00
.5030E+03 .1860E+00 .8002E+00
.5040E+03 .1702E+00 .7388E+00
.5050E+03 .1833E+00 .8006E+00
.5060E+03 .1891E+00 .8319E+00
.5070E+03 .1797E+00 .7957E+00
.5080E+03 .1745E+00 .7772E+00
.5090E+03 .1821E+00 .8161E+00
.5100E+03 .1766E+00 .7963E+00
.5110E+03 .1792E+00 .8129E+00
.5120E+03 .1830E+00 .8356E+00
.5130E+03 .1709E+00 .7859E+00
.5140E+03 .1663E+00 .7700E+00
.5150E+03 .1701E+00 .7928E+00
.5160E+03 .1706E+00 .8007E+00
.5170E+03 .1382E+00 .6529E+00
.5180E+03 .1571E+00 .7472E+00
.5190E+03 .1513E+00 .7245E+00
.5200E+03 .1641E+00 .7915E+00
.5210E+03 .1643E+00 .7978E+00
.5220E+03 .1669E+00 .8162E+00
.5230E+03 .1564E+00 .7698E+00
.5240E+03 .1669E+00 .8280E+00
.5250E+03 .1645E+00 .8219E+00
.5260E+03 .1589E+00 .7999E+00
.5270E+03 .1380E+00 .6998E+00
.5280E+03 .1570E+00 .8019E+00
.5290E+03 .1632E+00 .8395E+00
.5300E+03 .1558E+00 .8073E+00
.5310E+03 .1633E+00 .8520E+00
.5320E+03 .1594E+00 .8372E+00
.5330E+03 .1415E+00 .7481E+00
.5340E+03 .1508E+00 .8018E+00
.5350E+03 .1523E+00 .8145E+00
.5360E+03 .1580E+00 .8498E+00
.5370E+03 .1454E+00 .7868E+00
.5380E+03 .1518E+00 .8264E+00
.5390E+03 .1472E+00 .8063E+00
.5400E+03 .1412E+00 .7782E+00
.5410E+03 .1345E+00 .7462E+00
.5420E+03 .1454E+00 .8125E+00
.5430E+03 .1427E+00 .8020E+00
.5440E+03 .1465E+00 .8286E+00
.5450E+03 .1425E+00 .8111E+00
.5460E+03 .1400E+00 .8019E+00
.5470E+03 .1414E+00 .8149E+00
.5480E+03 .1368E+00 .7930E+00
.5490E+03 .1404E+00 .8187E+00
.5500E+03 .1386E+00 .8128E+00
.5510E+03 .1378E+00 .8126E+00
.5520E+03 .1399E+00 .8299E+00
.5530E+03 .1351E+00 .8067E+00
.5540E+03 .1370E+00 .8231E+00
.5550E+03 .1370E+00 .8279E+00
.5560E+03 .1339E+00 .8141E+00
.5570E+03 .1299E+00 .7945E+00
.5580E+03 .1319E+00 .8120E+00
.5590E+03 .1240E+00 .7686E+00
.5600E+03 .1255E+00 .7826E+00
.5610E+03 .1320E+00 .8284E+00
.5620E+03 .1249E+00 .7890E+00
.5630E+03 .1288E+00 .8191E+00
.5640E+03 .1256E+00 .8033E+00
.5650E+03 .1256E+00 .8086E+00
.5660E+03 .1181E+00 .7649E+00
.5670E+03 .1252E+00 .8152E+00
.5680E+03 .1229E+00 .8054E+00
.5690E+03 .1180E+00 .7787E+00
.5700E+03 .1180E+00 .7830E+00
.5710E+03 .1143E+00 .7622E+00
.5720E+03 .1194E+00 .8015E+00
.5730E+03 .1194E+00 .8059E+00
.5740E+03 .1182E+00 .8025E+00
.5750E+03 .1149E+00 .7843E+00
.5760E+03 .1136E+00 .7788E+00
.5770E+03 .1160E+00 .7991E+00
.5780E+03 .1122E+00 .7762E+00
.5790E+03 .1135E+00 .7886E+00
.5800E+03 .1150E+00 .8025E+00
.5810E+03 .1151E+00 .8069E+00
.5820E+03 .1164E+00 .8196E+00
.5830E+03 .1171E+00 .8283E+00
.5840E+03 .1163E+00 .8264E+00
.5850E+03 .1149E+00 .8198E+00
.5860E+03 .1114E+00 .7990E+00
