Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .8090E-01 .5178E-02
.3510E+03 .8426E-01 .5587E-02
.3520E+03 .7876E-01 .5405E-02
.3530E+03 .7872E-01 .5618E-02
.3540E+03 .9138E-01 .6761E-02
.3550E+03 .9195E-01 .7042E-02
.3560E+03 .8281E-01 .6565E-02
.3570E+03 .6811E-01 .5585E-02
.3580E+03 .6395E-01 .5423E-02
.3590E+03 .6962E-01 .6100E-02
.3600E+03 .8840E-01 .8000E-02
.3610E+03 .7659E-01 .7158E-02
.3620E+03 .7807E-01 .7529E-02
.3630E+03 .8739E-01 .8694E-02
.3640E+03 .8754E-01 .8981E-02
.3650E+03 .8968E-01 .9485E-02
.3660E+03 .1053E+00 .1147E-01
.3670E+03 .1031E+00 .1157E-01
.3680E+03 .9490E-01 .1097E-01
.3690E+03 .9805E-01 .1166E-01
.3700E+03 .1063E+00 .1300E-01
.3710E+03 .9715E-01 .1222E-01
.3720E+03 .9420E-01 .1218E-01
.3730E+03 .8604E-01 .1144E-01
.3740E+03 .7703E-01 .1052E-01
.3750E+03 .8125E-01 .1140E-01
.3760E+03 .9278E-01 .1336E-01
.3770E+03 .9757E-01 .1442E-01
.3780E+03 .1169E+00 .1772E-01
.3790E+03 .1014E+00 .1576E-01
.3800E+03 .9530E-01 .1519E-01
.3810E+03 .1034E+00 .1689E-01
.3820E+03 .7900E-01 .1323E-01
.3830E+03 .6096E-01 .1046E-01
.3840E+03 .6802E-01 .1195E-01
.3850E+03 .8952E-01 .1611E-01
.3860E+03 .8216E-01 .1513E-01
.3870E+03 .8584E-01 .1618E-01
.3880E+03 .8348E-01 .1609E-01
.3890E+03 .8964E-01 .1768E-01
.3900E+03 .1038E+00 .2093E-01
.3910E+03 .1105E+00 .2277E-01
.3920E+03 .1028E+00 .2166E-01
.3930E+03 .6179E-01 .1330E-01
.3940E+03 .6359E-01 .1398E-01
.3950E+03 .1032E+00 .2318E-01
.3960E+03 .9639E-01 .2210E-01
.3970E+03 .5405E-01 .1265E-01
.3980E+03 .1078E+00 .2575E-01
.3990E+03 .1346E+00 .3281E-01
