Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .9770E-01 .1107E-01
.3510E+03 .1017E+00 .1186E-01
.3520E+03 .9506E-01 .1142E-01
.3530E+03 .9484E-01 .1178E-01
.3540E+03 .1096E+00 .1399E-01
.3550E+03 .1102E+00 .1448E-01
.3560E+03 .9938E-01 .1348E-01
.3570E+03 .8152E-01 .1135E-01
.3580E+03 .7637E-01 .1092E-01
.3590E+03 .8296E-01 .1217E-01
.3600E+03 .1052E+00 .1583E-01
.3610E+03 .9100E-01 .1408E-01
.3620E+03 .9304E-01 .1486E-01
.3630E+03 .1044E+00 .1719E-01
.3640E+03 .1046E+00 .1772E-01
.3650E+03 .1071E+00 .1861E-01
.3660E+03 .1257E+00 .2242E-01
.3670E+03 .1229E+00 .2250E-01
.3680E+03 .1130E+00 .2116E-01
.3690E+03 .1168E+00 .2244E-01
.3700E+03 .1266E+00 .2497E-01
.3710E+03 .1157E+00 .2340E-01
.3720E+03 .1120E+00 .2317E-01
.3730E+03 .1023E+00 .2168E-01
.3740E+03 .9154E-01 .1986E-01
.3750E+03 .9650E-01 .2143E-01
.3760E+03 .1100E+00 .2493E-01
.3770E+03 .1155E+00 .2677E-01
.3780E+03 .1382E+00 .3270E-01
.3790E+03 .1195E+00 .2885E-01
.3800E+03 .1121E+00 .2758E-01
.3810E+03 .1217E+00 .3065E-01
.3820E+03 .9309E-01 .2400E-01
.3830E+03 .7189E-01 .1897E-01
.3840E+03 .8016E-01 .2160E-01
.3850E+03 .1055E+00 .2901E-01
.3860E+03 .9680E-01 .2721E-01
.3870E+03 .1011E+00 .2901E-01
.3880E+03 .9824E-01 .2875E-01
.3890E+03 .1054E+00 .3148E-01
.3900E+03 .1221E+00 .3717E-01
.3910E+03 .1298E+00 .4031E-01
.3920E+03 .1207E+00 .3815E-01
.3930E+03 .7253E-01 .2339E-01
.3940E+03 .7460E-01 .2452E-01
.3950E+03 .1210E+00 .4050E-01
.3960E+03 .1128E+00 .3843E-01
.3970E+03 .6329E-01 .2198E-01
.3980E+03 .1260E+00 .4448E-01
.3990E+03 .1574E+00 .5663E-01
.4000E+03 .1632E+00 .5967E-01
.4010E+03 .1663E+00 .6298E-01
.4020E+03 .1721E+00 .6639E-01
.4030E+03 .1651E+00 .6480E-01
.4040E+03 .1670E+00 .6661E-01
.4050E+03 .1622E+00 .6571E-01
.4060E+03 .1576E+00 .6495E-01
.4070E+03 .1541E+00 .6465E-01
.4080E+03 .1601E+00 .6815E-01
.4090E+03 .1703E+00 .7363E-01
.4100E+03 .1445E+00 .6349E-01
.4110E+03 .1611E+00 .7191E-01
.4120E+03 .1706E+00 .7740E-01
.4130E+03 .1630E+00 .7490E-01
.4140E+03 .1605E+00 .7497E-01
.4150E+03 .1654E+00 .7850E-01
.4160E+03 .1696E+00 .8184E-01
.4170E+03 .1647E+00 .8061E-01
.4180E+03 .1569E+00 .7788E-01
.4190E+03 .1626E+00 .8189E-01
.4200E+03 .1484E+00 .7576E-01
.4210E+03 .1678E+00 .8694E-01
.4220E+03 .1647E+00 .8658E-01
.4230E+03 .1588E+00 .8468E-01
.4240E+03 .1571E+00 .8496E-01
.4250E+03 .1612E+00 .8848E-01
.4260E+03 .1560E+00 .8695E-01
.4270E+03 .1501E+00 .8471E-01
.4280E+03 .1509E+00 .8621E-01
.4290E+03 .1392E+00 .8073E-01
.4300E+03 .1106E+00 .6498E-01
.4310E+03 .9993E-01 .5939E-01
.4320E+03 .1654E+00 .9986E-01
.4330E+03 .1532E+00 .9373E-01
.4340E+03 .1409E+00 .8722E-01
.4350E+03 .1540E+00 .9630E-01
.4360E+03 .1682E+00 .1067E+00
.4370E+03 .1709E+00 .1100E+00
