Wvlgth Difuse_horizn_irradiance Direct_horizn_irradiance
.3500E+03 .2694E-01 .8609E-05
.3510E+03 .2803E-01 .9741E-05
.3520E+03 .2620E-01 .9941E-05
.3530E+03 .2634E-01 .1093E-04
.3540E+03 .3058E-01 .1365E-04
.3550E+03 .3080E-01 .1494E-04
.3560E+03 .2786E-01 .1481E-04
.3570E+03 .2290E-01 .1307E-04
.3580E+03 .2152E-01 .1319E-04
.3590E+03 .2342E-01 .1540E-04
.3600E+03 .2971E-01 .2097E-04
.3610E+03 .2581E-01 .1969E-04
.3620E+03 .2646E-01 .2226E-04
.3630E+03 .2975E-01 .2742E-04
.3640E+03 .2989E-01 .2993E-04
.3650E+03 .3065E-01 .3300E-04
.3660E+03 .3606E-01 .4187E-04
.3670E+03 .3537E-01 .4408E-04
.3680E+03 .3257E-01 .4331E-04
.3690E+03 .3373E-01 .4828E-04
.3700E+03 .3666E-01 .5645E-04
.3710E+03 .3359E-01 .5551E-04
.3720E+03 .3259E-01 .5730E-04
.3730E+03 .2983E-01 .5616E-04
.3740E+03 .2676E-01 .5379E-04
.3750E+03 .2827E-01 .6059E-04
.3760E+03 .3230E-01 .7323E-04
.3770E+03 .3401E-01 .8182E-04
.3780E+03 .4078E-01 .1037E-03
.3790E+03 .3536E-01 .9457E-04
.3800E+03 .3324E-01 .9357E-04
.3810E+03 .3617E-01 .1088E-03
.3820E+03 .2774E-01 .8931E-04
.3830E+03 .2148E-01 .7385E-04
.3840E+03 .2401E-01 .8747E-04
.3850E+03 .3167E-01 .1222E-03
.3860E+03 .2915E-01 .1193E-03
.3870E+03 .3052E-01 .1322E-03
.3880E+03 .2973E-01 .1358E-03
.3890E+03 .3200E-01 .1542E-03
.3900E+03 .3714E-01 .1888E-03
.3910E+03 .3961E-01 .2121E-03
.3920E+03 .3692E-01 .2074E-03
.3930E+03 .2225E-01 .1320E-03
.3940E+03 .2295E-01 .1431E-03
.3950E+03 .3733E-01 .2443E-03
.3960E+03 .3491E-01 .2390E-03
.3970E+03 .1964E-01 .1417E-03
.3980E+03 .3922E-01 .2950E-03
.3990E+03 .4913E-01 .3888E-03
.4000E+03 .5110E-01 .4211E-03
.4010E+03 .5270E-01 .4589E-03
.4020E+03 .5472E-01 .4998E-03
.4030E+03 .5262E-01 .5036E-03
.4040E+03 .5339E-01 .5324E-03
.4050E+03 .5201E-01 .5398E-03
.4060E+03 .5066E-01 .5507E-03
.4070E+03 .4968E-01 .5654E-03
.4080E+03 .5176E-01 .6102E-03
.4090E+03 .5519E-01 .6777E-03
.4100E+03 .4698E-01 .6009E-03
.4110E+03 .5253E-01 .6998E-03
.4120E+03 .5579E-01 .7758E-03
.4130E+03 .5346E-01 .7674E-03
.4140E+03 .5282E-01 .7899E-03
.4150E+03 .5459E-01 .8500E-03
.4160E+03 .5614E-01 .9117E-03
.4170E+03 .5467E-01 .9196E-03
.4180E+03 .5223E-01 .9102E-03
.4190E+03 .5432E-01 .9808E-03
.4200E+03 .4972E-01 .9284E-03
.4210E+03 .5638E-01 .1092E-02
.4220E+03 .5551E-01 .1113E-02
.4230E+03 .5364E-01 .1114E-02
.4240E+03 .5323E-01 .1142E-02
.4250E+03 .5477E-01 .1220E-02
.4260E+03 .5316E-01 .1231E-02
.4270E+03 .5132E-01 .1224E-02
.4280E+03 .5180E-01 .1270E-02
.4290E+03 .4795E-01 .1221E-02
.4300E+03 .3821E-01 .1004E-02
.4310E+03 .3462E-01 .9337E-03
.4320E+03 .5748E-01 .1609E-02
.4330E+03 .5339E-01 .1543E-02
.4340E+03 .4927E-01 .1461E-02
.4350E+03 .5400E-01 .1641E-02
.4360E+03 .5918E-01 .1862E-02
.4370E+03 .6031E-01 .1966E-02
.4380E+03 .5280E-01 .1778E-02
.4390E+03 .5061E-01 .1733E-02
.4400E+03 .5786E-01 .2048E-02
.4410E+03 .5690E-01 .2087E-02
.4420E+03 .6073E-01 .2283E-02
.4430E+03 .6139E-01 .2323E-02
.4440E+03 .5988E-01 .2352E-02
.4450E+03 .6215E-01 .2478E-02
.4460E+03 .5577E-01 .2293E-02
.4470E+03 .6344E-01 .2708E-02
.4480E+03 .6406E-01 .2786E-02
.4490E+03 .6376E-01 .2885E-02
.4500E+03 .6592E-01 .3074E-02
.4510E+03 .6824E-01 .3264E-02
.4520E+03 .6528E-01 .3197E-02
.4530E+03 .6024E-01 .3023E-02
.4540E+03 .6456E-01 .3330E-02
.4550E+03 .6391E-01 .3373E-02
.4560E+03 .6583E-01 .3565E-02
.4570E+03 .6609E-01 .3671E-02
.4580E+03 .6435E-01 .3645E-02
