Wvlgth Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.3500E+03 .4831E-01 .4874E-01 .4329E-03 .4329E-03 .4831E-01 .4874E-01
.3510E+03 .5029E-01 .5076E-01 .4747E-03 .4747E-03 .5029E-01 .5076E-01
.3520E+03 .4704E-01 .4751E-01 .4690E-03 .4690E-03 .4704E-01 .4751E-01
.3530E+03 .4720E-01 .4770E-01 .4981E-03 .4981E-03 .4720E-01 .4770E-01
.3540E+03 .5476E-01 .5536E-01 .6043E-03 .6043E-03 .5476E-01 .5536E-01
.3550E+03 .5515E-01 .5580E-01 .6412E-03 .6412E-03 .5515E-01 .5580E-01
.3560E+03 .4988E-01 .5049E-01 .6140E-03 .6140E-03 .4988E-01 .5049E-01
.3570E+03 .4099E-01 .4152E-01 .5276E-03 .5276E-03 .4099E-01 .4152E-01
.3580E+03 .3851E-01 .3903E-01 .5186E-03 .5186E-03 .3851E-01 .3903E-01
.3590E+03 .4192E-01 .4251E-01 .5901E-03 .5901E-03 .4192E-01 .4251E-01
.3600E+03 .5322E-01 .5400E-01 .7829E-03 .7829E-03 .5322E-01 .5400E-01
.3610E+03 .4620E-01 .4692E-01 .7132E-03 .7132E-03 .4620E-01 .4692E-01
.3620E+03 .4737E-01 .4815E-01 .7763E-03 .7763E-03 .4737E-01 .4815E-01
.3630E+03 .5326E-01 .5419E-01 .9231E-03 .9231E-03 .5326E-01 .5419E-01
.3640E+03 .5352E-01 .5450E-01 .9762E-03 .9762E-03 .5352E-01 .5450E-01
.3650E+03 .5489E-01 .5594E-01 .1047E-02 .1047E-02 .5489E-01 .5594E-01
.3660E+03 .6459E-01 .6588E-01 .1291E-02 .1291E-02 .6459E-01 .6588E-01
.3670E+03 .6336E-01 .6468E-01 .1323E-02 .1323E-02 .6336E-01 .6468E-01
.3680E+03 .5836E-01 .5963E-01 .1268E-02 .1268E-02 .5836E-01 .5963E-01
.3690E+03 .6045E-01 .6183E-01 .1375E-02 .1375E-02 .6045E-01 .6183E-01
.3700E+03 .6572E-01 .6728E-01 .1564E-02 .1564E-02 .6572E-01 .6728E-01
.3710E+03 .6022E-01 .6172E-01 .1498E-02 .1498E-02 .6022E-01 .6172E-01
.3720E+03 .5844E-01 .5995E-01 .1510E-02 .1510E-02 .5844E-01 .5995E-01
.3730E+03 .5351E-01 .5495E-01 .1442E-02 .1442E-02 .5351E-01 .5495E-01
.3740E+03 .4800E-01 .4934E-01 .1348E-02 .1348E-02 .4800E-01 .4934E-01
.3750E+03 .5073E-01 .5221E-01 .1482E-02 .1482E-02 .5073E-01 .5221E-01
.3760E+03 .5795E-01 .5970E-01 .1753E-02 .1753E-02 .5795E-01 .5970E-01
.3770E+03 .6104E-01 .6295E-01 .1916E-02 .1916E-02 .6104E-01 .6295E-01
.3780E+03 .7319E-01 .7557E-01 .2378E-02 .2378E-02 .7319E-01 .7557E-01
.3790E+03 .6348E-01 .6561E-01 .2129E-02 .2129E-02 .6348E-01 .6561E-01
.3800E+03 .5969E-01 .6175E-01 .2066E-02 .2066E-02 .5969E-01 .6175E-01
.3810E+03 .6495E-01 .6730E-01 .2343E-02 .2343E-02 .6495E-01 .6730E-01
.3820E+03 .4982E-01 .5169E-01 .1873E-02 .1873E-02 .4982E-01 .5169E-01
.3830E+03 .3857E-01 .4008E-01 .1510E-02 .1510E-02 .3857E-01 .4008E-01
.3840E+03 .4313E-01 .4487E-01 .1750E-02 .1750E-02 .4313E-01 .4487E-01
.3850E+03 .5688E-01 .5927E-01 .2392E-02 .2392E-02 .5688E-01 .5927E-01
.3860E+03 .5235E-01 .5464E-01 .2284E-02 .2284E-02 .5235E-01 .5464E-01
.3870E+03 .5482E-01 .5730E-01 .2476E-02 .2476E-02 .5482E-01 .5730E-01
.3880E+03 .5341E-01 .5590E-01 .2493E-02 .2493E-02 .5341E-01 .5590E-01
.3890E+03 .5748E-01 .6025E-01 .2774E-02 .2774E-02 .5748E-01 .6025E-01
.3900E+03 .6671E-01 .7004E-01 .3328E-02 .3328E-02 .6671E-01 .7004E-01
.3910E+03 .7114E-01 .7481E-01 .3666E-02 .3666E-02 .7114E-01 .7481E-01
.3920E+03 .6631E-01 .6983E-01 .3520E-02 .3520E-02 .6631E-01 .6983E-01
.3930E+03 .3995E-01 .4215E-01 .2194E-02 .2194E-02 .3995E-01 .4215E-01
.3940E+03 .4120E-01 .4354E-01 .2335E-02 .2335E-02 .4120E-01 .4354E-01
.3950E+03 .6701E-01 .7092E-01 .3913E-02 .3913E-02 .6701E-01 .7092E-01
.3960E+03 .6265E-01 .6641E-01 .3763E-02 .3763E-02 .6265E-01 .6641E-01
.3970E+03 .3524E-01 .3743E-01 .2187E-02 .2187E-02 .3524E-01 .3743E-01
.3980E+03 .7036E-01 .7484E-01 .4480E-02 .4480E-02 .7036E-01 .7484E-01
.3990E+03 .8810E-01 .9390E-01 .5794E-02 .5794E-02 .8810E-01 .9390E-01
.4000E+03 .9161E-01 .9779E-01 .6177E-02 .6177E-02 .9161E-01 .9779E-01
.4010E+03 .9354E-01 .1002E+00 .6613E-02 .6613E-02 .9354E-01 .1002E+00
.4020E+03 .9709E-01 .1042E+00 .7074E-02 .7074E-02 .9709E-01 .1042E+00
.4030E+03 .9335E-01 .1004E+00 .7002E-02 .7002E-02 .9335E-01 .1004E+00
.4040E+03 .9470E-01 .1020E+00 .7287E-02 .7287E-02 .9470E-01 .1020E+00
.4050E+03 .9222E-01 .9949E-01 .7275E-02 .7275E-02 .9222E-01 .9949E-01
.4060E+03 .8980E-01 .9709E-01 .7293E-02 .7293E-02 .8980E-01 .9709E-01
.4070E+03 .8803E-01 .9539E-01 .7361E-02 .7361E-02 .8803E-01 .9539E-01
.4080E+03 .9171E-01 .9955E-01 .7837E-02 .7837E-02 .9171E-01 .9955E-01
.4090E+03 .9775E-01 .1063E+00 .8571E-02 .8571E-02 .9775E-01 .1063E+00
.4100E+03 .8318E-01 .9066E-01 .7482E-02 .7482E-02 .8318E-01 .9066E-01
.4110E+03 .9296E-01 .1015E+00 .8580E-02 .8580E-02 .9296E-01 .1015E+00
.4120E+03 .9868E-01 .1080E+00 .9357E-02 .9357E-02 .9868E-01 .1080E+00
.4130E+03 .9452E-01 .1037E+00 .9140E-02 .9140E-02 .9452E-01 .1037E+00
.4140E+03 .9334E-01 .1026E+00 .9263E-02 .9263E-02 .9334E-01 .1026E+00
.4150E+03 .9642E-01 .1062E+00 .9818E-02 .9818E-02 .9642E-01 .1062E+00
.4160E+03 .9911E-01 .1095E+00 .1037E-01 .1037E-01 .9911E-01 .1095E+00
.4170E+03 .9647E-01 .1068E+00 .1032E-01 .1032E-01 .9647E-01 .1068E+00
.4180E+03 .9211E-01 .1022E+00 .1007E-01 .1007E-01 .9211E-01 .1022E+00
.4190E+03 .9573E-01 .1064E+00 .1071E-01 .1071E-01 .9573E-01 .1064E+00
.4200E+03 .8756E-01 .9757E-01 .1001E-01 .1001E-01 .8756E-01 .9757E-01
.4210E+03 .9925E-01 .1109E+00 .1161E-01 .1161E-01 .9925E-01 .1109E+00
.4220E+03 .9766E-01 .1093E+00 .1168E-01 .1168E-01 .9766E-01 .1093E+00
.4230E+03 .9431E-01 .1059E+00 .1154E-01 .1154E-01 .9431E-01 .1059E+00
.4240E+03 .9354E-01 .1052E+00 .1169E-01 .1169E-01 .9354E-01 .1052E+00
.4250E+03 .9618E-01 .1085E+00 .1231E-01 .1231E-01 .9618E-01 .1085E+00
.4260E+03 .9330E-01 .1055E+00 .1224E-01 .1224E-01 .9330E-01 .1055E+00
.4270E+03 .8999E-01 .1020E+00 .1203E-01 .1203E-01 .8999E-01 .1020E+00
.4280E+03 .9074E-01 .1031E+00 .1235E-01 .1235E-01 .9074E-01 .1031E+00
.4290E+03 .8392E-01 .9562E-01 .1170E-01 .1170E-01 .8392E-01 .9562E-01
.4300E+03 .6682E-01 .7633E-01 .9509E-02 .9509E-02 .6682E-01 .7633E-01
.4310E+03 .6050E-01 .6925E-01 .8753E-02 .8753E-02 .6050E-01 .6925E-01
.4320E+03 .1004E+00 .1153E+00 .1488E-01 .1488E-01 .1004E+00 .1153E+00
.4330E+03 .9316E-01 .1073E+00 .1410E-01 .1410E-01 .9316E-01 .1073E+00
.4340E+03 .8588E-01 .9910E-01 .1322E-01 .1322E-01 .8588E-01 .9910E-01
.4350E+03 .9404E-01 .1087E+00 .1470E-01 .1470E-01 .9404E-01 .1087E+00
.4360E+03 .1030E+00 .1194E+00 .1647E-01 .1647E-01 .1030E+00 .1194E+00
.4370E+03 .1048E+00 .1220E+00 .1716E-01 .1716E-01 .1048E+00 .1220E+00
.4380E+03 .9171E-01 .1071E+00 .1534E-01 .1534E-01 .9171E-01 .1071E+00
.4390E+03 .8786E-01 .1027E+00 .1486E-01 .1486E-01 .8786E-01 .1027E+00
.4400E+03 .1004E+00 .1177E+00 .1736E-01 .1736E-01 .1004E+00 .1177E+00
.4410E+03 .9862E-01 .1161E+00 .1747E-01 .1747E-01 .9862E-01 .1161E+00
.4420E+03 .1052E+00 .1241E+00 .1895E-01 .1895E-01 .1052E+00 .1241E+00
.4430E+03 .1062E+00 .1255E+00 .1925E-01 .1925E-01 .1062E+00 .1255E+00
.4440E+03 .1035E+00 .1227E+00 .1920E-01 .1920E-01 .1035E+00 .1227E+00
.4450E+03 .1073E+00 .1274E+00 .2010E-01 .2010E-01 .1073E+00 .1274E+00
.4460E+03 .9613E-01 .1145E+00 .1838E-01 .1838E-01 .9613E-01 .1145E+00
.4470E+03 .1092E+00 .1306E+00 .2138E-01 .2138E-01 .1092E+00 .1306E+00
.4480E+03 .1102E+00 .1320E+00 .2183E-01 .2183E-01 .1102E+00 .1320E+00
.4490E+03 .1096E+00 .1319E+00 .2229E-01 .2229E-01 .1096E+00 .1319E+00
.4500E+03 .1132E+00 .1367E+00 .2350E-01 .2350E-01 .1132E+00 .1367E+00
.4510E+03 .1171E+00 .1418E+00 .2471E-01 .2471E-01 .1171E+00 .1418E+00
.4520E+03 .1118E+00 .1358E+00 .2399E-01 .2399E-01 .1118E+00 .1358E+00
.4530E+03 .1031E+00 .1255E+00 .2247E-01 .2247E-01 .1031E+00 .1255E+00
.4540E+03 .1103E+00 .1348E+00 .2449E-01 .2449E-01 .1103E+00 .1348E+00
.4550E+03 .1091E+00 .1337E+00 .2461E-01 .2461E-01 .1091E+00 .1337E+00
.4560E+03 .1123E+00 .1381E+00 .2577E-01 .2577E-01 .1123E+00 .1381E+00
.4570E+03 .1127E+00 .1390E+00 .2632E-01 .2632E-01 .1127E+00 .1390E+00
.4580E+03 .1096E+00 .1356E+00 .2597E-01 .2597E-01 .1096E+00 .1356E+00
.4590E+03 .1081E+00 .1343E+00 .2613E-01 .2613E-01 .1081E+00 .1343E+00
.4600E+03 .1068E+00 .1330E+00 .2622E-01 .2622E-01 .1068E+00 .1330E+00
.4610E+03 .1101E+00 .1376E+00 .2748E-01 .2748E-01 .1101E+00 .1376E+00
.4620E+03 .1108E+00 .1390E+00 .2816E-01 .2816E-01 .1108E+00 .1390E+00
.4630E+03 .1111E+00 .1396E+00 .2847E-01 .2847E-01 .1111E+00 .1396E+00
.4640E+03 .1077E+00 .1358E+00 .2804E-01 .2804E-01 .1077E+00 .1358E+00
.4650E+03 .1064E+00 .1345E+00 .2815E-01 .2815E-01 .1064E+00 .1345E+00
.4660E+03 .1085E+00 .1376E+00 .2916E-01 .2916E-01 .1085E+00 .1376E+00
.4670E+03 .1033E+00 .1313E+00 .2802E-01 .2802E-01 .1033E+00 .1313E+00
.4680E+03 .1073E+00 .1368E+00 .2955E-01 .2955E-01 .1073E+00 .1368E+00
.4690E+03 .1072E+00 .1372E+00 .2996E-01 .2996E-01 .1072E+00 .1372E+00
.4700E+03 .1026E+00 .1316E+00 .2896E-01 .2896E-01 .1026E+00 .1316E+00
.4710E+03 .1041E+00 .1339E+00 .2979E-01 .2979E-01 .1041E+00 .1339E+00
.4720E+03 .1092E+00 .1408E+00 .3156E-01 .3156E-01 .1092E+00 .1408E+00
.4730E+03 .1047E+00 .1353E+00 .3058E-01 .3058E-01 .1047E+00 .1353E+00
.4740E+03 .1055E+00 .1366E+00 .3104E-01 .3104E-01 .1055E+00 .1366E+00
.4750E+03 .1085E+00 .1406E+00 .3214E-01 .3214E-01 .1085E+00 .1406E+00
.4760E+03 .1041E+00 .1351E+00 .3102E-01 .3102E-01 .1041E+00 .1351E+00
.4770E+03 .1040E+00 .1353E+00 .3133E-01 .3133E-01 .1040E+00 .1353E+00
.4780E+03 .1066E+00 .1393E+00 .3280E-01 .3280E-01 .1066E+00 .1393E+00
.4790E+03 .1037E+00 .1364E+00 .3272E-01 .3272E-01 .1037E+00 .1364E+00
.4800E+03 .1046E+00 .1385E+00 .3384E-01 .3384E-01 .1046E+00 .1385E+00
.4810E+03 .1039E+00 .1384E+00 .3446E-01 .3446E-01 .1039E+00 .1384E+00
.4820E+03 .1039E+00 .1391E+00 .3518E-01 .3518E-01 .1039E+00 .1391E+00
.4830E+03 .1024E+00 .1377E+00 .3532E-01 .3532E-01 .1024E+00 .1377E+00
.4840E+03 .1004E+00 .1354E+00 .3502E-01 .3502E-01 .1004E+00 .1354E+00
.4850E+03 .1001E+00 .1353E+00 .3520E-01 .3520E-01 .1001E+00 .1353E+00
.4860E+03 .8115E-01 .1100E+00 .2889E-01 .2889E-01 .8115E-01 .1100E+00
.4870E+03 .9078E-01 .1236E+00 .3277E-01 .3277E-01 .9078E-01 .1236E+00
.4880E+03 .9792E-01 .1336E+00 .3570E-01 .3570E-01 .9792E-01 .1336E+00
.4890E+03 .9181E-01 .1256E+00 .3380E-01 .3380E-01 .9181E-01 .1256E+00
.4900E+03 .1021E+00 .1404E+00 .3825E-01 .3825E-01 .1021E+00 .1404E+00
.4910E+03 .9768E-01 .1349E+00 .3723E-01 .3723E-01 .9768E-01 .1349E+00
.4920E+03 .9277E-01 .1286E+00 .3580E-01 .3580E-01 .9277E-01 .1286E+00
.4930E+03 .9892E-01 .1375E+00 .3860E-01 .3860E-01 .9892E-01 .1375E+00
.4940E+03 .9626E-01 .1342E+00 .3797E-01 .3797E-01 .9626E-01 .1342E+00
.4950E+03 .1018E+00 .1425E+00 .4064E-01 .4064E-01 .1018E+00 .1425E+00
.4960E+03 .9637E-01 .1353E+00 .3890E-01 .3890E-01 .9637E-01 .1353E+00
.4970E+03 .9740E-01 .1373E+00 .3989E-01 .3989E-01 .9740E-01 .1373E+00
